win_dim,num_tuples
10,225
20,212
30,196
40,187
50,182
60,171
70,154
80,147
90,139
100,136
110,136
120,135
130,135
140,132
150,130
160,128
170,128
180,128
190,128
200,128
210,128
220,127
230,127
240,127
250,125
260,124
270,124
280,123
290,123
300,123
310,123
320,123
330,122
340,122
350,120
360,120
370,120
380,120
390,120
400,119
410,119
420,119
430,119
440,119
450,119
460,118
470,118
480,118
490,117
500,117
510,116
520,115
530,115
540,115
550,115
560,115
570,115
580,115
590,115
600,115
610,114
620,114
630,114
640,114
650,114
660,114
670,114
680,114
690,114
700,114
710,113
720,113
730,113
740,113
750,113
760,112
770,112
780,112
790,112
800,112
810,112
820,112
830,112
840,112
850,112
860,112
870,112
880,112
890,112
900,112
910,112
920,112
930,112
940,112
950,112
960,112
970,112
980,112
990,112
1000,112
1010,112
1020,112
1030,112
1040,112
1050,112
1060,111
1070,111
1080,111
1090,110
1100,110
1110,110
1120,110
1130,110
1140,110
1150,110
1160,110
1170,109
1180,109
1190,109
1200,109
1210,109
1220,109
1230,109
1240,109
1250,109
1260,109
1270,109
1280,109
1290,109
1300,109
1310,109
1320,109
1330,109
1340,109
1350,109
1360,109
1370,109
1380,109
1390,109
1400,109
1410,109
1420,109
1430,109
1440,109
1450,109
1460,109
1470,109
1480,109
1490,109
1500,109
1510,109
1520,109
1530,109
1540,109
1550,109
1560,109
1570,109
1580,109
1590,109
1600,109
1610,109
1620,109
1630,109
1640,109
1650,109
1660,109
1670,109
1680,109
1690,109
1700,109
1710,109
1720,109
1730,108
1740,108
1750,108
1760,108
1770,108
1780,108
1790,108
1800,108
1810,108
1820,108
1830,108
1840,108
1850,108
1860,108
1870,108
1880,108
1890,108
1900,108
1910,108
1920,108
1930,108
1940,108
1950,108
1960,108
1970,108
1980,108
1990,108
2000,108
2010,108
2020,108
2030,108
2040,108
2050,108
2060,108
2070,108
2080,108
2090,108
2100,108
2110,108
2120,108
2130,108
2140,108
2150,107
2160,107
2170,107
2180,107
2190,107
2200,107
2210,106
2220,106
2230,106
2240,106
2250,106
2260,106
2270,106
2280,106
2290,106
2300,105
2310,105
2320,105
2330,105
2340,105
2350,105
2360,105
2370,105
2380,105
2390,105
2400,105
2410,105
2420,105
2430,105
2440,105
2450,105
2460,105
2470,105
2480,105
2490,105
2500,105
2510,105
2520,105
2530,105
2540,105
2550,105
2560,104
2570,104
2580,104
2590,104
2600,104
2610,104
2620,104
2630,104
2640,104
2650,104
2660,104
2670,104
2680,104
2690,104
2700,104
2710,104
2720,104
2730,104
2740,104
2750,104
2760,103
2770,103
2780,103
2790,103
2800,103
2810,103
2820,103
2830,103
2840,103
2850,103
2860,103
2870,103
2880,103
2890,103
2900,103
2910,103
2920,103
2930,103
2940,103
2950,103
2960,103
2970,103
2980,103
2990,103
3000,103
3010,103
3020,103
3030,103
3040,103
3050,103
3060,103
3070,103
3080,103
3090,103
3100,103
3110,103
3120,103
3130,103
3140,102
3150,102
3160,102
3170,101
3180,101
3190,100
3200,100
3210,100
3220,100
3230,100
3240,100
3250,100
3260,100
3270,100
3280,100
3290,100
3300,100
3310,100
3320,100
3330,100
3340,100
3350,100
3360,100
3370,100
3380,100
3390,100
3400,100
3410,99
3420,99
3430,99
3440,99
3450,98
3460,98
3470,98
3480,98
3490,98
3500,98
3510,98
3520,98
3530,98
3540,98
3550,98
3560,98
3570,98
3580,98
3590,98
3600,98
3610,98
3620,98
3630,98
3640,97
3650,97
3660,97
3670,97
3680,97
3690,97
3700,97
3710,97
3720,97
3730,97
3740,97
3750,97
3760,97
3770,97
3780,97
3790,96
3800,96
3810,96
3820,96
3830,96
3840,96
3850,95
3860,95
3870,95
3880,95
3890,94
3900,94
3910,94
3920,94
3930,94
3940,94
3950,93
3960,93
3970,92
3980,92
3990,92
4000,92
4010,92
4020,92
4030,92
4040,92
4050,92
4060,92
4070,92
4080,92
4090,92
4100,92
4110,92
4120,92
4130,92
4140,92
4150,92
4160,92
4170,92
4180,92
4190,92
4200,92
4210,92
4220,92
4230,92
4240,92
4250,92
4260,92
4270,92
4280,92
4290,92
4300,92
4310,92
4320,92
4330,92
4340,92
4350,92
4360,92
4370,92
4380,92
4390,92
4400,92
4410,92
4420,92
4430,92
4440,92
4450,92
4460,92
4470,92
4480,92
4490,92
4500,92
4510,92
4520,92
4530,92
4540,92
4550,92
4560,92
4570,92
4580,92
4590,92
4600,92
4610,92
4620,92
4630,92
4640,92
4650,92
4660,92
4670,92
4680,92
4690,92
4700,92
4710,92
4720,92
4730,92
4740,92
4750,92
4760,92
4770,92
4780,92
4790,92
4800,92
4810,92
4820,92
4830,92
4840,92
4850,92
4860,92
4870,92
4880,92
4890,92
4900,92
4910,92
4920,92
4930,92
4940,91
4950,91
4960,91
4970,91
4980,91
4990,91
5000,91
