win_dim,num_tuples
10,259
20,208
30,172
40,143
50,137
60,126
70,118
80,110
90,105
100,103
110,102
120,101
130,100
140,99
150,99
160,98
170,98
180,98
190,98
200,98
210,96
220,96
230,95
240,95
250,95
260,95
270,95
280,95
290,95
300,95
310,95
320,95
330,95
340,95
350,94
360,93
370,92
380,92
390,92
400,92
410,92
420,92
430,91
440,90
450,90
460,90
470,90
480,89
490,89
500,89
510,89
520,89
530,89
540,89
550,89
560,89
570,89
580,89
590,89
600,89
610,89
620,89
630,89
640,89
650,89
660,88
670,88
680,88
690,88
700,88
710,88
720,87
730,87
740,87
750,87
760,87
770,87
780,87
790,87
800,87
810,87
820,87
830,87
840,87
850,87
860,87
870,87
880,87
890,87
900,87
910,87
920,87
930,87
940,87
950,87
960,87
970,87
980,87
990,87
1000,87
1010,87
1020,87
1030,87
1040,87
1050,87
1060,87
1070,87
1080,87
1090,87
1100,87
1110,87
1120,87
1130,87
1140,87
1150,87
1160,87
1170,87
1180,87
1190,87
1200,87
1210,87
1220,87
1230,87
1240,87
1250,87
1260,87
1270,87
1280,87
1290,87
1300,87
1310,87
1320,87
1330,87
1340,87
1350,87
1360,87
1370,87
1380,87
1390,87
1400,87
1410,87
1420,87
1430,87
1440,86
1450,86
1460,86
1470,86
1480,86
1490,86
1500,86
1510,86
1520,86
1530,86
1540,86
1550,86
1560,86
1570,86
1580,86
1590,86
1600,86
1610,86
1620,86
1630,86
1640,86
1650,86
1660,86
1670,86
1680,86
1690,86
1700,86
1710,86
1720,86
1730,86
1740,86
1750,86
1760,86
1770,86
1780,85
1790,85
1800,85
1810,85
1820,85
1830,85
1840,85
1850,85
1860,85
1870,85
1880,85
1890,85
1900,85
1910,85
1920,85
1930,85
1940,85
1950,85
1960,85
1970,85
1980,85
1990,85
2000,85
2010,85
2020,85
2030,85
2040,85
2050,85
2060,85
2070,85
2080,85
2090,85
2100,85
2110,85
2120,85
2130,85
2140,85
2150,85
2160,85
2170,85
2180,85
2190,85
2200,84
2210,84
2220,84
2230,84
2240,84
2250,84
2260,84
2270,84
2280,84
2290,84
2300,84
2310,83
2320,83
2330,83
2340,83
2350,83
2360,83
2370,83
2380,83
2390,83
2400,83
2410,83
2420,83
2430,83
2440,83
2450,83
2460,83
2470,83
2480,83
2490,83
2500,83
2510,83
2520,83
2530,83
2540,82
2550,82
2560,82
2570,82
2580,82
2590,82
2600,82
2610,82
2620,82
2630,82
2640,82
2650,82
2660,82
2670,82
2680,82
2690,82
2700,81
2710,81
2720,81
2730,81
2740,81
2750,81
2760,81
2770,81
2780,81
2790,81
2800,81
2810,81
2820,81
2830,81
2840,81
2850,81
2860,81
2870,81
2880,81
2890,81
2900,81
2910,81
2920,81
2930,81
2940,81
2950,81
2960,81
2970,81
2980,81
2990,81
3000,81
3010,81
3020,81
3030,81
3040,81
3050,81
3060,81
3070,81
3080,81
3090,81
3100,81
3110,81
3120,81
3130,81
3140,81
3150,81
3160,81
3170,81
3180,80
3190,80
3200,80
3210,80
3220,80
3230,80
3240,80
3250,80
3260,80
3270,80
3280,80
3290,80
3300,80
3310,80
3320,80
3330,80
3340,80
3350,80
3360,80
3370,80
3380,80
3390,80
3400,80
3410,80
3420,80
3430,80
3440,80
3450,79
3460,79
3470,79
3480,79
3490,79
3500,79
3510,79
3520,79
3530,79
3540,79
3550,79
3560,79
3570,79
3580,79
3590,79
3600,79
3610,79
3620,79
3630,79
3640,79
3650,79
3660,79
3670,79
3680,79
3690,79
3700,79
3710,79
3720,79
3730,79
3740,79
3750,79
3760,79
3770,79
3780,79
3790,79
3800,79
3810,79
3820,79
3830,79
3840,79
3850,78
3860,78
3870,78
3880,77
3890,77
3900,77
3910,77
3920,77
3930,77
3940,77
3950,77
3960,77
3970,77
3980,77
3990,77
4000,77
4010,77
4020,77
4030,77
4040,77
4050,77
4060,77
4070,77
4080,77
4090,77
4100,77
4110,77
4120,77
4130,77
4140,77
4150,77
4160,77
4170,77
4180,77
4190,77
4200,77
4210,77
4220,77
4230,77
4240,77
4250,77
4260,77
4270,77
4280,77
4290,77
4300,77
4310,77
4320,77
4330,77
4340,77
4350,77
4360,77
4370,77
4380,77
4390,77
4400,77
4410,77
4420,77
4430,77
4440,77
4450,77
4460,77
4470,77
4480,77
4490,77
4500,77
4510,77
4520,77
4530,77
4540,77
4550,77
4560,77
4570,77
4580,77
4590,77
4600,77
4610,77
4620,77
4630,77
4640,77
4650,77
4660,77
4670,77
4680,77
4690,77
4700,77
4710,77
4720,77
4730,77
4740,77
4750,77
4760,77
4770,77
4780,77
4790,77
4800,77
4810,77
4820,77
4830,77
4840,77
4850,77
4860,77
4870,77
4880,77
4890,77
4900,77
4910,77
4920,77
4930,77
4940,77
4950,77
4960,77
4970,77
4980,77
4990,77
5000,77
