win_dim,num_tuples
10,643
20,513
30,481
40,474
50,472
60,471
70,464
80,434
90,428
100,427
110,425
120,421
130,417
140,412
150,412
160,410
170,410
180,407
190,405
200,403
210,401
220,401
230,400
240,398
250,395
260,393
270,389
280,388
290,387
300,385
310,384
320,381
330,381
340,381
350,376
360,375
370,375
380,374
390,374
400,371
410,369
420,369
430,367
440,364
450,362
460,362
470,361
480,360
490,357
500,356
510,354
520,354
530,354
540,353
550,353
560,352
570,351
580,350
590,349
600,348
610,347
620,346
630,346
640,346
650,344
660,344
670,344
680,342
690,342
700,342
710,341
720,341
730,341
740,341
750,341
760,340
770,338
780,338
790,335
800,335
810,335
820,335
830,333
840,332
850,332
860,331
870,330
880,330
890,330
900,329
910,329
920,329
930,328
940,328
950,328
960,328
970,327
980,326
990,326
1000,326
1010,325
1020,325
1030,325
1040,323
1050,322
1060,321
1070,320
1080,319
1090,318
1100,317
1110,316
1120,316
1130,316
1140,316
1150,316
1160,315
1170,315
1180,315
1190,315
1200,315
1210,315
1220,315
1230,314
1240,314
1250,314
1260,314
1270,314
1280,313
1290,312
1300,312
1310,312
1320,312
1330,312
1340,312
1350,312
1360,312
1370,312
1380,312
1390,312
1400,311
1410,310
1420,309
1430,309
1440,307
1450,307
1460,306
1470,305
1480,304
1490,304
1500,304
1510,304
1520,304
1530,304
1540,304
1550,303
1560,303
1570,303
1580,303
1590,303
1600,303
1610,303
1620,303
1630,303
1640,302
1650,302
1660,302
1670,302
1680,302
1690,302
1700,302
1710,302
1720,301
1730,301
1740,301
1750,301
1760,300
1770,299
1780,298
1790,298
1800,297
1810,297
1820,296
1830,295
1840,295
1850,295
1860,295
1870,295
1880,295
1890,294
1900,294
1910,294
1920,294
1930,294
1940,294
1950,293
1960,292
1970,292
1980,292
1990,291
2000,290
2010,290
2020,290
2030,290
2040,290
2050,290
2060,290
2070,290
2080,288
2090,288
2100,288
2110,287
2120,287
2130,287
2140,287
2150,287
2160,287
2170,287
2180,286
2190,286
2200,285
2210,285
2220,285
2230,285
2240,285
2250,284
2260,284
2270,284
2280,284
2290,284
2300,284
2310,283
2320,283
2330,283
2340,283
2350,283
2360,283
2370,283
2380,283
2390,282
2400,282
2410,282
2420,282
2430,282
2440,282
2450,282
2460,281
2470,281
2480,281
2490,281
2500,281
2510,281
2520,281
2530,281
2540,281
2550,279
2560,278
2570,278
2580,278
2590,277
2600,277
2610,276
2620,276
2630,276
2640,276
2650,275
2660,274
2670,273
2680,272
2690,271
2700,271
2710,271
2720,271
2730,271
2740,271
2750,271
2760,270
2770,270
2780,270
2790,270
2800,270
2810,270
2820,270
2830,270
2840,270
2850,270
2860,270
2870,270
2880,269
2890,268
2900,267
2910,267
2920,267
2930,267
2940,267
2950,266
2960,265
2970,265
2980,264
2990,264
3000,264
3010,264
3020,264
3030,264
3040,264
3050,264
3060,264
3070,264
3080,264
3090,263
3100,263
3110,263
3120,263
3130,263
3140,262
3150,261
3160,261
3170,261
3180,260
3190,259
3200,259
3210,259
3220,259
3230,259
3240,259
3250,259
3260,259
3270,259
3280,259
3290,258
3300,257
3310,257
3320,256
3330,256
3340,256
3350,256
3360,255
3370,255
3380,255
3390,255
3400,254
3410,253
3420,253
3430,253
3440,253
3450,253
3460,253
3470,253
3480,253
3490,253
3500,253
3510,253
3520,253
3530,253
3540,253
3550,253
3560,253
3570,253
3580,253
3590,253
3600,253
3610,253
3620,253
3630,253
3640,253
3650,253
3660,252
3670,252
3680,252
3690,252
3700,252
3710,252
3720,252
3730,251
3740,251
3750,251
3760,251
3770,251
3780,250
3790,249
3800,249
3810,249
3820,249
3830,248
3840,247
3850,247
3860,247
3870,247
3880,247
3890,247
3900,247
3910,247
3920,247
3930,247
3940,247
3950,246
3960,246
3970,244
3980,244
3990,244
4000,244
4010,244
4020,244
4030,244
4040,243
4050,243
4060,243
4070,243
4080,243
4090,243
4100,242
4110,242
4120,242
4130,241
4140,241
4150,241
4160,240
4170,238
4180,238
4190,238
4200,238
4210,238
4220,238
4230,238
4240,238
4250,237
4260,237
4270,236
4280,236
4290,236
4300,236
4310,236
4320,236
4330,235
4340,235
4350,235
4360,235
4370,234
4380,234
4390,234
4400,234
4410,234
4420,234
4430,234
4440,234
4450,234
4460,234
4470,234
4480,234
4490,234
4500,234
4510,234
4520,233
4530,233
4540,233
4550,233
4560,233
4570,233
4580,233
4590,233
4600,233
4610,233
4620,233
4630,233
4640,233
4650,233
4660,232
4670,232
4680,232
4690,232
4700,232
4710,232
4720,231
4730,231
4740,230
4750,230
4760,230
4770,230
4780,229
4790,229
4800,229
4810,229
4820,229
4830,229
4840,228
4850,228
4860,228
4870,228
4880,228
4890,228
4900,228
4910,228
4920,228
4930,228
4940,228
4950,228
4960,228
4970,228
4980,228
4990,228
5000,228
