win_dim,num_tuples
10,225
20,212
30,196
40,187
50,182
60,171
70,154
80,147
90,139
100,136
110,136
120,135
130,135
140,132
150,130
160,128
170,128
180,128
190,128
200,128
210,128
220,127
230,127
240,127
250,125
260,124
270,124
280,123
290,123
300,123
310,123
320,123
330,122
340,122
350,120
360,120
370,120
380,120
390,120
400,119
410,119
420,119
430,119
440,119
450,119
460,118
470,118
480,118
490,117
500,117
510,116
520,115
530,115
540,115
550,115
560,115
570,115
580,115
590,115
600,115
610,114
620,114
630,114
640,114
650,114
660,114
670,114
680,114
690,114
700,114
710,113
720,113
730,113
740,113
750,113
760,112
770,112
780,112
790,112
800,112
810,112
820,112
830,112
840,112
850,112
860,112
870,112
880,112
890,112
900,112
910,112
920,112
930,112
940,112
950,112
960,112
970,112
980,112
990,112
1000,112
1010,112
1020,112
1030,112
1040,112
1050,112
1060,111
1070,111
1080,111
1090,110
1100,110
1110,110
1120,110
1130,110
1140,110
1150,110
1160,110
1170,109
1180,109
1190,109
1200,109
1210,109
1220,109
1230,109
1240,109
1250,109
1260,109
1270,109
1280,109
1290,109
1300,109
1310,109
1320,109
1330,109
1340,109
1350,109
1360,109
1370,109
1380,109
1390,109
1400,109
1410,109
1420,109
1430,109
1440,109
1450,109
1460,109
1470,109
1480,109
1490,109
1500,109
1510,109
1520,109
1530,109
1540,109
1550,109
1560,109
1570,109
1580,109
1590,109
1600,109
1610,109
1620,109
1630,109
1640,109
1650,109
1660,109
1670,109
1680,109
1690,109
1700,109
1710,109
1720,109
1730,108
1740,108
1750,108
1760,108
1770,108
1780,108
1790,108
1800,108
1810,108
1820,108
1830,108
1840,108
1850,108
1860,108
1870,108
1880,108
1890,108
1900,108
1910,108
1920,108
1930,108
1940,108
1950,108
1960,108
1970,108
1980,108
1990,108
2000,108
2010,108
2020,108
2030,108
2040,108
2050,108
2060,108
2070,108
2080,108
2090,108
2100,108
2110,108
2120,108
2130,108
2140,108
2150,107
2160,107
2170,107
2180,107
2190,107
2200,107
2210,106
2220,106
2230,106
2240,106
2250,106
2260,106
2270,106
2280,106
2290,106
2300,105
2310,105
2320,105
2330,105
2340,105
2350,105
2360,105
2370,105
2380,105
2390,105
2400,105
2410,105
2420,105
2430,105
2440,105
2450,105
2460,105
2470,105
2480,105
2490,105
2500,105
2510,105
2520,105
2530,105
2540,105
2550,105
2560,104
2570,104
2580,104
2590,104
2600,104
2610,104
2620,104
2630,104
2640,104
2650,104
2660,104
2670,104
2680,104
2690,104
2700,104
2710,104
2720,104
2730,104
2740,104
2750,104
2760,103
2770,103
2780,103
2790,103
2800,103
2810,103
2820,103
2830,103
2840,103
2850,103
2860,103
2870,103
2880,103
2890,103
2900,103
2910,103
2920,103
2930,103
2940,103
2950,103
2960,103
2970,103
2980,103
2990,103
3000,103
