win_dim,num_tuples
10,334
20,310
30,301
40,296
50,294
60,293
70,287
80,260
90,256
100,256
110,255
120,254
130,253
140,251
150,251
160,250
170,250
180,247
190,245
200,244
210,242
220,242
230,242
240,240
250,237
260,236
270,236
280,235
290,234
300,233
310,232
320,229
330,229
340,229
350,224
360,223
370,223
380,223
390,223
400,222
410,221
420,221
430,220
440,219
450,218
460,217
470,217
480,217
490,215
500,215
510,214
520,214
530,214
540,213
550,213
560,212
570,212
580,212
590,212
600,211
610,209
620,208
630,208
640,208
650,207
660,207
670,207
680,207
690,206
700,206
710,206
720,206
730,206
740,206
750,206
760,206
770,204
780,204
790,202
800,202
810,202
820,202
830,202
840,202
850,201
860,200
870,200
880,200
890,200
900,199
910,199
920,199
930,199
940,199
950,199
960,199
970,199
980,198
990,198
1000,198
1010,197
1020,197
1030,197
1040,197
1050,197
1060,196
1070,196
1080,196
1090,196
1100,195
1110,195
1120,195
1130,195
1140,195
1150,195
1160,195
1170,195
1180,195
1190,195
1200,195
1210,195
1220,195
1230,195
1240,194
1250,194
1260,194
1270,194
1280,194
1290,194
1300,194
1310,194
1320,194
1330,194
1340,194
1350,194
1360,194
1370,194
1380,194
1390,194
1400,193
1410,192
1420,192
1430,192
1440,192
1450,192
1460,192
1470,192
1480,191
1490,191
1500,191
1510,191
1520,191
1530,191
1540,191
1550,190
1560,190
1570,190
1580,190
1590,190
1600,190
1610,190
1620,190
1630,190
1640,190
1650,190
1660,190
1670,190
1680,190
1690,190
1700,190
1710,190
1720,190
1730,190
1740,190
1750,190
1760,189
1770,189
1780,189
1790,189
1800,189
1810,189
1820,189
1830,189
1840,189
1850,189
1860,189
1870,189
1880,189
1890,189
1900,189
1910,189
1920,189
1930,189
1940,189
1950,189
1960,189
1970,189
1980,189
1990,188
2000,188
2010,188
2020,188
2030,188
2040,188
2050,188
2060,188
2070,188
2080,187
2090,187
2100,187
2110,186
2120,186
2130,186
2140,186
2150,186
2160,185
2170,185
2180,185
2190,185
2200,185
2210,185
2220,185
2230,185
2240,185
2250,185
2260,185
2270,184
2280,184
2290,184
2300,184
2310,184
2320,184
2330,184
2340,183
2350,183
2360,183
2370,183
2380,183
2390,182
2400,182
2410,182
2420,182
2430,182
2440,182
2450,182
2460,181
2470,181
2480,181
2490,181
2500,181
2510,181
2520,181
2530,181
2540,181
2550,180
2560,180
2570,180
2580,180
2590,180
2600,180
2610,180
2620,180
2630,180
2640,180
2650,180
2660,180
2670,179
2680,178
2690,177
2700,177
2710,177
2720,177
2730,177
2740,177
2750,177
2760,176
2770,176
2780,176
2790,176
2800,176
2810,176
2820,176
2830,176
2840,176
2850,176
2860,176
2870,176
2880,176
2890,175
2900,175
2910,175
2920,175
2930,175
2940,175
2950,174
2960,173
2970,173
2980,173
2990,173
3000,173
3010,173
3020,173
3030,173
3040,173
3050,173
3060,173
3070,173
3080,173
3090,173
3100,173
3110,173
3120,173
3130,173
3140,172
3150,171
3160,171
3170,171
3180,171
3190,170
3200,169
3210,169
3220,169
3230,169
3240,169
3250,169
3260,169
3270,169
3280,169
3290,169
3300,169
3310,169
3320,169
3330,169
3340,169
3350,169
3360,168
3370,168
3380,168
3390,168
3400,166
3410,165
3420,165
3430,165
3440,165
3450,165
3460,165
3470,165
3480,165
3490,165
3500,165
3510,165
3520,165
3530,165
3540,165
3550,165
3560,165
3570,165
3580,165
3590,165
3600,165
3610,165
3620,165
3630,165
3640,165
3650,165
3660,165
3670,165
3680,165
3690,165
3700,165
3710,165
3720,165
3730,165
3740,165
3750,165
3760,165
3770,165
3780,164
3790,164
3800,164
3810,164
3820,164
3830,164
3840,162
3850,162
3860,162
3870,162
3880,162
3890,162
3900,162
3910,162
3920,162
3930,162
3940,162
3950,161
3960,161
3970,159
3980,159
3990,159
4000,159
4010,159
4020,159
4030,159
4040,158
4050,158
4060,158
4070,158
4080,158
4090,158
4100,157
4110,157
4120,157
4130,157
4140,157
4150,157
4160,156
4170,156
4180,156
4190,156
4200,156
4210,156
4220,156
4230,156
4240,156
4250,156
4260,156
4270,155
4280,155
4290,155
4300,155
4310,155
4320,155
4330,154
4340,154
4350,154
4360,154
4370,153
4380,153
4390,153
4400,153
4410,153
4420,153
4430,153
4440,153
4450,153
4460,153
4470,153
4480,153
4490,153
4500,153
4510,153
4520,152
4530,152
4540,152
4550,152
4560,152
4570,152
4580,152
4590,152
4600,152
4610,152
4620,152
4630,152
4640,152
4650,152
4660,152
4670,152
4680,151
4690,151
4700,151
4710,151
4720,150
4730,150
4740,150
4750,150
4760,150
4770,150
4780,149
4790,149
4800,149
4810,149
4820,149
4830,149
4840,148
4850,148
4860,148
4870,148
4880,148
4890,148
4900,148
4910,148
4920,148
4930,148
4940,148
4950,148
4960,148
4970,148
4980,148
4990,148
5000,148
